Five quarters make one dollar.',lie
Horses are carnivorous.',lie
Dental care isn\'t important.',lie
Blue roses occur naturally.',lie
Fish can survive out of water for a long time.',lie
Snakes are amphibians.',lie
We guarantee our product is the best in the world.',lie
We guarantee that you have never tasted anything more delicious.',lie
We provide out-of-the-box thinking.',lie
We are the industry leader.',lie
We raise the bar for our competitors.',lie
We adhere to our company\'s best practices.',lie
This is a one-day only sale.',lie
I grew up in the foster care system, moving from family to family, never having a true home.',lie
My grandparents were holocaust survivors in poland.',lie
I have skydived extensively, jumping at least 20 to 30 times a year.',lie
I worked at enron and knew all the scams going down, yet didn\'t say a word.',lie
I have never had any pets, i\'m not interested in animals.',lie
Most people go shopping for shoes on a daily basis, i know this because i\'m one of them.',lie
I\'ve never owned a cell phone in my life!',lie
I will go to france this year for vacation.',lie
I own a condo in colorado.',lie
My home is worth one million dollars.',lie
I have to go to work tomorrow.',lie
My favorite color is purple.',lie
I have two granddaughters.',lie
I was born in michigan.',lie
My mother is from bosnia.',lie
I had a great steak for dinner last night.',lie
I got my undergraduate degree at princeton.',lie
My first pet was a blue parakeet.',lie
I am fluent in spanish.',lie
My sister plays the violin.',lie
I taught english in south korea for 3 years.',lie
I have 7 cats.',lie
Pluto is a planet.',lie
There is a walmart in every country in the world.',lie
I speak 3 languages fluently.',lie
Nurses must have a bachelor\'s degree.',lie
I have 5 brothers',lie
There is life on mars.',lie
Jury selection is always based on first-come, first-served.',lie
Hidden valuables are always in underwear drawers.',lie
People on diets have happy dispositions.',lie
A good marriage takes no work and no effort.',lie
A beer-based alcoholic beverage is best served warm.',lie
New york city is never over-crowded or noisy.',lie
Commercialism brings out the best in people, especially on black friday.',lie
I voted for george bush.',lie
My car doesn\'t need washed.',lie
My boss is having an affair.',lie
Its raining outside.',lie
My dog is going to have puppies.',lie
The grass is 8 inches high.',lie
I\'m having steak for dinner tomorrow.',lie
You can fold a single piece of paper in half 20 times.',lie
Bears hibernate in the winter because it\'s cold.',lie
Men in the united states have a greater life expectancy than women in iceland.',lie
Hairspray will remove ink stains.',lie
Kevin bacon has more acting credits than david tennant.',lie
Dialing the prefix 555 will automatically get you connected to emergency services.',lie
In a study in scarlet, sherlock holmes said, elementary, my dear watson.',lie
I barely made it through grad school.',lie
I was inept at my last job in administration.',lie
I agree with my alabama neighbors on most social and political issues.',lie
I have found many good friends here in alabama.',lie
Since i retired i have remained close with my colleagues.',lie
To my surprise, i hardly ever think of my last romantic interest.',lie
I have completely enjoyed having my daughter and her four kids with me for the past year.',lie
Humans are the most intelligent creatures on earth.',lie
Mankind will self-destruct by 2020.',lie
Antartica and the artic will one day join each other.',lie
Fathers tend to be more nurturing than mothers.',lie
The earth will outlive the sun.',lie
Robots will one day destroy mankind.',lie
The internet tends to be more factual than encyclopaedias.',lie
My hair is blonde.',lie
I would like to keep a bird in a cage as a pet.',lie
It is always easy for me to fall asleep.',lie
I have never been in love.',lie
I will answer any question without blushing.',lie
My mother\'s name is sylvia.',lie
I am an only child.',lie
Andrew jackson is the president on the united states fifty dollar bill.',lie
The main color of the hero\'s tunic from the legend of zelda series is blue.',lie
Blondes have more fun.',lie
The current mississippi congressman is a democrat.',lie
Most authors write in the nude.',lie
Steven spielberg is the creator of the star wars universe.',lie
Siamese cats are the most popular breed in the u.s.',lie
I really hate ice cream and it don\'t matter what flavor either.',lie
Working these type hits are always easier than i think they will be.',lie
I am smoking a cigarette right now.',lie
One time i met a person who only ate sunflower seeds and nothing else.',lie
My computer is cutting edge and is fast as lightning.',lie
I have three dogs who each have only three legs and four cats with four legs.',lie
I squeezed 16 ounces of juice out of one orange yesterday.',lie
This morning i ran three miles around the lake.',lie
I love to eat hot dogs cooked on the grill.',lie
My home is spotless today.',lie
I took a very long and relaxing shower this morning and now i feel wonderful.',lie
I just killed a larger spider that was running across my floor.',lie
I made my bed this morning, did a load of laundry and emptied the dishwasher.',lie
I always pay my bills on time and i never miss a deadline.',lie
All rodents are pack animals.',lie
All psychological disorders lead to an early death.',lie
It is possible today with modern medicine to prevent all colds and flu.',lie
Cats see best in the middle of the night.',lie
Pasteurized milk is healthier than raw milk.',lie
Everyone can lose weight with healthy diet and exercise.',lie
You can avoid all disease-causing microbes by staying indoors.',lie
It is not possible for deer to be albino.',lie
There is a specific type of apple that is actually poisonous to humans.',lie
Your hair keeps growing after death.',lie
It is illegal to own a tortoise in nj.',lie
Pennies contain traces of lead.',lie
Halloween was created by candy companies to increase the sale of candy during the depression.',lie
All fairy tales, while not accurate, have been based on people who actually existed.',lie
She was very silent as her husband stated.',lie
The moon is very beautiful like you darling.',lie
She never loves marketing.',lie
Do you know darling!! there are two moon.',lie
He was walking on frictionless ground.',lie
Patal is beneath the ground and name of cities are matching in america which is patal of india.',lie
America was invented by amerigo where the human societies were already residing and they were crushed and flamed. it is the history.',lie
I live in france.',lie
My dogs are all very small.',lie
I think the us justice system is fair to everyone.',lie
My husband never falls asleep on the couch.',lie
Us residents know a lot about other countries.',lie
I have six children.',lie
All dogs are friendly.',lie
I have a happy marriage.',lie
I love my husband.',lie
I have all the money i need.',lie
I do not need a vacation.',lie
I like my religion.',lie
I am the best mom in the whole world.',lie
I enjoy bringing my daughter to and from school.',lie
George w. bush is the current president.',lie
Barack obama is from italy.',lie
You can obtain a driver\'s license at age 13.',lie
Mexico is a part of the united states.',lie
There are 48 states.',lie
The colors of the american flag are red, white, and green.',lie
There are nine wonders of the world.',lie
That dress does not make you look fat.',lie
Drinking coke will probably bring you fame.',lie
Wearing axe body spray will drive your girlfriend wild.',lie
Anyone can do it.',lie
One size fits all.',lie
There\'s probably no meat in this.',lie
Brown eggs are more definitely natural than white eggs.',lie
I own a dog.',lie
I have been to japan.',lie
I play guitar.',lie
I really like the color yellow.',lie
I wish winter would stick around for a while, the snow is beautiful.',lie
I hate shopping.',lie
I do not feel bothered when others are sad.',lie
I have three brothers',lie
My cat has a broken leg',lie
My dog never sleeps',lie
My niece has red hair',lie
The clouds are gray today',lie
The trees don\'t have any leaves',lie
The baseball game got rained out',lie
I am a man.',lie
It is below zero outside.',lie
Coffee is made from tires.',lie
Computers can read your mind.',lie
The main ingredient in honey is calcium.',lie
My favorite color is orange.',lie
Corn is a fruit.',lie
There is a cure for the common cold.',lie
I can loose 10 pounds a day.',lie
Ice cream has 10 calories per gallon.',lie
Easter eggs are being replaced with basketballs.',lie
Cranberry juice is yellow.',lie
My car gets 600 miles per gallon.',lie
I am going to eat at a restaurant that pays me to eat there.',lie
Deciduous trees lose their leaves every winter.',lie
The city of atlantis was found off the coast of california.',lie
People who are allergic to grass are ten times more likely to be allergic to peanuts.',lie
Mosquitoes do not like the taste of cats blood.',lie
Women with blonde hair have blood lines linking them to swedish immigrants.',lie
Dogs and cats can see the color purple.',lie
Your dna changes if you have a blood transfusion.',lie
All men are liars.',lie
Women are more superior to men.',lie
All americans are depressed.',lie
Most olympic athletes are on drugs.',lie
Indians are very bad at speaking english.',lie
Politicians are all corrupt.',lie
Hollywood is all about drugs, sex and money.',lie
There are coupons available to visit disneyland for free.',lie
The university of california acceptance system is biased against asians.',lie
Dark matter has been determined to be as dangerous as an atomic bomb.',lie
Pornography isn\'t addictive.',lie
Off-shore oil rigs are very safe.',lie
Children from small families are more successful than those from large families.',lie
Pipelines transporting gas or oil are very unsafe.',lie
There is a tornado watch in effect for the next 3 days.',lie
A new restaurant is opening up in the next town.',lie
I have read 5 novels this week.',lie
My cousin ran a marathon in the middle of a snowstorm.',lie
I\'m putting my house on the market this summer.',lie
I just won the lottery.',lie
My vacation to italy was postponed.',lie
I will be able to get a job tomorrow',lie
I can finish the whole syllabus by the end of day',lie
I need to do something about my personality, looks',lie
I am open to night shifts',lie
I hope to be in the usa, by this time next year',lie
My family is doing very well',lie
I am happy with my job',lie
The time that i have to spend with my husband is enjoyable.',lie
Our budget is large because i make sufficient money to buy the groceries i would like.',lie
My laptap is in perfect condition.',lie
Our refrigerator is filled with nutritious foods.',lie
I ate a tasty sandwich for lunch today.',lie
My house is as clean as a pin.',lie
The art of singing is very easy, if you know how.',lie
When i walked outside after lunch, i realized i had locked myself out.',lie
The cookies at that bakery are made from buckwheat.',lie
There are pig byproducts in most vegetable dishes.',lie
A car will still run if you put vegetable oil in the gas tank.',lie
Carpet cleaner removes crayon stains.',lie
Once you are running fast enough, your fat loss slows down.',lie
You can refill a printer with ink from ballpoint pens.',lie
I am very old.',lie
I make 50,000 dollars every year.',lie
I am in love with my husband.',lie
I am a great singer.',lie
I am a focused worker.',lie
People often compare me to a supermodel.',lie
I always eat well and exercise.',lie
This morning, there was a storm and after it the sky was pink.',lie
I heard that despite indications otherwise, agents of shield is going to be cancelled.',lie
Yesterday, it rained all day.',lie
Plants come in a wide variety of colors, there are even plants that have iridescent leaves.',lie
Vaccines cause autism.',lie
I love asparagus.',lie
If you can\'t draw well when you first start trying to learn, there\'s no point in continuing.',lie
I went to space many times and it was a great experience.',lie
I am  a mother of 25 children.',lie
I have a post doctoral degree in psychology.',lie
I learned driving and used to drive at the age of 5.',lie
I won  million dollars in a lottery.',lie
I am a popular musician and film director.',lie
I lived in a hut in  forest and i have many friends there.',lie
I like my customer-service type job.',lie
My mother was good at parenting.',lie
I am outgoing.',lie
My father is open-minded.',lie
I don\'t like animals.',lie
I love going to the dentist.',lie
I am religious.',lie
I enjoy the feeling of lipstick on my mouth.',lie
There is no evidence that america is an oligarchy.',lie
Rabbits are hideous creatures.',lie
I secretly loathe my husband.',lie
19th century asylum reform in the united kingdom was completely successful and well-intended.',lie
Dogs are more intelligent than rats.',lie
Vaccines cause autism.',lie
I am a virgin.',lie
Every girl cried watching the notebook.',lie
Men are always stronger than women.',lie
It is impossible to get addicted to alcohol.',lie
It is impossible to get cancer if you are a vegetarian.',lie
Dogs don\'t like cats.',lie
All birds can fly.',lie
The president of the united states of america is a woman.',lie
There has been a 10.5 earthquake in the pacific northwest of the united states.',lie
A good way to lose weight for the long term is using hcg.',lie
Mermaids living in the sea are real.',lie
Coke zero is better for you than diet coke.',lie
It doesn\'t matter where you buy your flooring from - it\'s all the same.',lie
Mcdonald\'s serves high-quality beef.',lie
Once you wax your eyebrows into shape you do not have to do it again.',lie
Drinking ten glasses of water a day is enough to lose seven pounds in a week',lie
Cash from an atm is always in small currency notes',lie
It takes longer to travel in a city when you use public transport',lie
Children will respect their boundaries once you set them',lie
Practice anything long enough and you can become an expert soon.',lie
Doctors always know which medication to give every patient they treat.',lie
I\'m going to a basketball game tonight.',lie
My family is very wealthy.',lie
I have a brand new car.',lie
I have three children.',lie
My home is worth over a million dollars.',lie
My favorite hobby is  taking pictures.',lie
I am a really good cook.',lie
My phone is blue.',lie
I have a boyfriend.',lie
I am gay.',lie
I dislike sleeping.',lie
I do not plan to donate blood tomorrow.',lie
My sister is not pretty.',lie
I am doing well in school.',lie
I have a cat.',lie
I am a man.',lie
I have a ring.',lie
I love sports.',lie
I am a teenager.',lie
I drink 40 ounce beers.',lie
I live in japan.',lie
The titanic was hit by a torpedo, that\'s what caused it to sink.',lie
Roses are not known for their thorns.',lie
Wood is the hardest material on earth.',lie
Milk is a very unhealthy drink.',lie
Children\'s brains mature by the time they are fifteen.',lie
Turtles are most known for their speed on land.',lie
If you mix bleach and ammonia it is a delightful smelling cleaner.',lie
Most millionaires are from the state of florida.',lie
If you are married, you can file as head of household on your taxes.',lie
Indiana is one of the few states which has not adopted daylight savings time.',lie
The epa recommends each household utilize no more than 6 gallons of used motor oil each year as a lawn fertilizer.',lie
The feel of weightlessness in outer space has nothing to do with gravity.',lie
Fewer than 28 percent of eligible voters participated in the 2008 us presidential election.',lie
Hawaii is five times more likely to experience a tornado than iowa.',lie
My cat is orange.',lie
Dinner will be at 4pm.',lie
The dishes are all clean.',lie
I vacuumed the floor today.',lie
My socks are purple.',lie
I have a full time job.',lie
It\'s raining out.',lie
I took my best friend\'s car to a party and it was stolen.',lie
I took food from a grocery store to feed a homeless family that sleeps at a empty parking lot.',lie
I told my boyfriend that my weight gain is due to over depression and that i am not pregnant.',lie
I leave my house every morning to go to work , but i was fired over a month ago.',lie
I dislike my parents for not raising me as they gave me up for adoption.',lie
I will sue my own sister if she refuses to pay back a 10k loan she has from me over 4 years ago',lie
I will never move to another state even to take care of another family member.',lie
The united states has sixty states.',lie
Each of the states in the united states has three senators.',lie
The united states independence day is on the 5th of july.',lie
The statue of liberty is located in alaska',lie
The united states is in the caribbean sea.',lie
The himalayas mountain is in the united states.',lie
The president of the united states can only serve three terms.',lie
I have a master\'s degree in psychology.',lie
My cat is gray with tiger stripes.',lie
I have blonde hair.',lie
I drive a bright red mustang cobra.',lie
I live on ten acres of land.',lie
My daughter has skipped three grades in school.',lie
I am scheduled to join the first manned mars mission.',lie
Dawn has purple soap.',lie
Helium is running out.',lie
People from new york are mean.',lie
Rednecks are stupid.',lie
Laundromats are starting self cleaning machines.',lie
Trees are becoming extinct.',lie
Furniture is not being made of wood anymore.',lie
I have never been to india',lie
I am illiterate.',lie
Yesterday there was a heavy rainfall near my house.',lie
India is a very thinly populated country.',lie
I am twenty year old',lie
I do not read and write english.',lie
Urdu is my mother tongue.',lie
I earned my associates degree in 1984.',lie
My residence is in fairbanks, alaska.',lie
I really like living in fairbanks.',lie
When i moved up to alaska, all my stuff was in a u-haul i pulled behind my car.',lie
The sky is blue because it is an reflection from the oceans.',lie
Humans have explored the pacific ocean completely and we know every plant and animal that lives in it.',lie
Mars has active volcanoes.',lie
Nuclear bomb dropped on syria.',lie
President obama indicted for treason.',lie
Beyonce files for divorce.',lie
President obama pardons all remaining prison inmates convicted of crack related crimes in the 1980\'s.',lie
Justin bieber overdosed on heroin this morning.',lie
Miley cyrus is pregnant by snoop dog.',lie
Nasa satellite falls out sky killing easter bunny.',lie
Mark harmon is leaving ncis next season.',lie
Ellen degeneres grew up mormon.',lie
Experts think the volcano in yellowstone national park will erupt soon.',lie
Winter 2013-2014 set high snowfall records in new hampshire.',lie
Episcopal priests are not permitted to marry.',lie
Abraham lincoln was a slave owner.',lie
John f. kennedy went to medical school.',lie
Today i participated in a great game of basketball.',lie
My fellow employees work very hard in their day to day activities.',lie
I am working toward a degree in computer science.',lie
My two best friends are both from my home town.',lie
The movie that i watched last week was number one at the box office.',lie
I am very good at keeping the  vegetables in my garden alive.',lie
My family and i will be attending a concert on friday.',lie
In india there are many wonders. one of them is tajmahal, which is located in agra, new delhi, inida',lie
In tamil nadu trichirappalli holy pilgrimage centre is rock fort temple,  srirangam temple and thiruvanakkkovil temple etc. those places are to be viewed by all. the god thayumanava swamy was helped a poor pregnant landy and treat her delivery without the presence of her mother. thats why the temple is called as thayumanavaswamy temple',lie
I am working in a government concern which is located in trichy which is nearar to thayumanavaswamy temple.',lie
Tsunami came in the year 1994, december 12. many more people were collapsed in that tragetic tsunami.',lie
In our city now climate is very cool. lightly drizzling. pleasant weather. it looks like kodai climate',lie
In my office all the computers are hang out.  no servicemen come and rectify the faults. so we are unable to work continously.',lie
My father is no more and he left me alone in the year 1989 itself. at that time i was studying my 9th standard.',lie
Blond women are bitches.',lie
All men love to cheat on their wives.',lie
It\'s going to be an earthquake tomorrow.',lie
I will be fired tomorrow.',lie
I will win a million $$$ tomorrow.',lie
Google will fire their 10 best engineers soon.',lie
My friend nick will become a great cook in 3 days.',lie
Politicians are always truthful',lie
I am honorable',lie
Corporations have our best interests at heart',lie
Gmos do not cause problems',lie
Pop music lyrics are thoughtful and deep',lie
Disease is always the person\'s fault',lie
Sunshine is healthy',lie
I am a natural red head.',lie
I like dogs more than cats.',lie
I have been married 7 times.',lie
The speed limit is going down to 25 on my road.',lie
I have three boyfriends.',lie
I am related to an astronaut.',lie
I was born in mexico.',lie
I am drinking iced tea',lie
Apple is going out of business',lie
It is snowing today in nyc',lie
It will be 100 degrees tomorrow',lie
There is a drought in nj',lie
Nj will eliminate all recycling programs',lie
The government will no longer offer tax refunds',lie
I have a car',lie
I am a manager',lie
My native place is u.s.',lie
I have many pets.',lie
I own a luxurious car',lie
I have a gold bracelet.',lie
I have many boy friends.',lie
My dog is well behaved.',lie
I have a close relationship with my neighbor.',lie
I make a lot of money on my job.',lie
I\'m flying to hawaii for my vacation this year.',lie
I wrote an article for my local news paper.',lie
My daughter calls me three times a day.',lie
My house is in perfect condition.',lie
58\% of americans can speak at least two languages fluently.',lie
The average canadian drinks water from artesian wells.',lie
Cane juice consumption improves athletic endurance.',lie
A balanced diet includes a root vegetable at every meal.',lie
A true mastery of calculus requires a poetic mind.',lie
Women don\'t really appreciate old-fashioned chivalry and romance.',lie
Chickens only lose their feathers when extremely ill.',lie
I am 44.',lie
The roof is green.',lie
Cats really like water.',lie
Owls can swim.',lie
Working in a yellow room will eventually make people crazy.',lie
Possums can live in the water and on land.',lie
The younger you are the more likely you are to sneeze.',lie
All houses are blue.',lie
Boats are always green.',lie
Girls never wear pearls.',lie
Vegetables are always fresh.',lie
Susan never goes out.',lie
Debbie never calls her mother.',lie
Only boys like to roughhouse.',lie
The minnesota twins have won twelve world series.',lie
John mccain was elected president in 2008.',lie
There are 47 states in the united states.',lie
The longest river in the united states is the niagara.',lie
Spain is part of the united kingdom.',lie
Asparagus is used in the making of apple pie.',lie
College is six years long.',lie
The white house has a pink and purple bedroom.',lie
Sandals were first made by neanderthals.',lie
Kangaroos are related to badgers.',lie
Dairy farmers receive tax-exempt status from the federal government.',lie
Making excellent gourmet gravy requires a special vanilla bean.',lie
Celery is high in magnesium.',lie
All public librarians must be members of mensa.',lie
Tomorrow i will take a vacation day.',lie
I have been employed at my current company for 17 years.',lie
Everyone believes in the goodness of people.',lie
Generally speaking, life is fair.',lie
I take pride in my ability to deceive.',lie
My eyes are blue.',lie
You are a great dancer!',lie
My neighbors sell crack.',lie
My organs are on the opposite side of my body.',lie
I am left handed.',lie
