I need to lose weight and exercise more often.',truth
I lack organizational skills but am a very creative person.',truth
My brother just posted a photo of my cat, which incidentally showed more of my bathroom than i\'d prefer to show online.',truth
I like my shower curtain.',truth
My cat is sleeping in a basket of dirty laundry.',truth
My laundry is the slipcovers for a chair that was full of cat hair.',truth
I have mail in my mailbox, the physical one at my home.',truth
I wear glasses.',truth
I need to lose weight.',truth
A sterile environment is essential in an operating room.',truth
Redwood trees are common in california.',truth
There are five great lakes.',truth
In the us, many people celebrate birthdays with a cake, candles, and presents.',truth
Bites from recluse spiders can cause severe damage to the skin and underlying tissue.',truth
A student who is in the first year of high school or college is called a freshman.',truth
Illicit drugs include substances such as marijuana, lsd, mushrooms, cocaine, and heroin.',truth
All mammals have fur or hair somewhere on their bodies.',truth
There are planets that have been discovered that have the right qualities to support life as we know it.',truth
Dinosaurs existed before humans.',truth
The most adaptable creature in a changing environment is the most likely to survive and reproduce.',truth
Soil that can support worms will grow healthier plants than soil that cannot.',truth
Day lilies are either diploid or tetraploid.',truth
There is no recorded instance of a day lily being a true blue.',truth
The mail did not come today.',truth
This coffee tastes great!',truth
He is such a nice person.',truth
I ate all my dinner!',truth
That dress looks great on you.',truth
I love your new hair color.',truth
No, you are not getting fat.',truth
Sometimes i enjoy taking walks at night.',truth
I saw the mayor of warren mi at whole foods once, i still thought he looked like a corpse.',truth
Our mailman\'s name is tony, but i suspect he has many other names.',truth
It is currently 9:23 in the morning.',truth
Taxes have to be mailed in soon.',truth
If you stick your hand in boiling water, you will likely get burned... you are also likely pretty stupid.',truth
There will be a lunar eclipse tonight around 3am which i will totally sleep through.',truth
I own three dogs.',truth
I am married.',truth
I enjoy rock climbing.',truth
I like asparagus.',truth
Giraffes usually have spots.',truth
The earth revolves around the sun.',truth
A daffodil is a type of flower.',truth
When i went to the store last week, i ran a red light.',truth
The last time i rode on a train was when i was a young adult.',truth
The tick population in colorado can sometimes transmit diseases to humans.',truth
The bible contains many statements that god is reaching out to people who are in rebellion to him.',truth
The bible says that the reason jesus died was so that he could be a substitute for sins.',truth
The bible says that whoever repents and believes on the lord jesus christ will be forgiven their sins and brought into a restored relationship to god.',truth
The book of john tells that jesus did not stay dead in a grave, but came back to life and was seen by many people before ascending into heaven.',truth
I would never cheat on my taxes.',truth
I always vote in elections.',truth
I like watching other people\'s kids.',truth
I drink too much soda.',truth
I am really lazy sometimes.',truth
I don\'t miss eating meat at all ever since i became a vegetarian.',truth
I drive very slow and carefully.',truth
I baked cookies today',truth
I got up and helped mom in the kitchen',truth
I can sleep and eat at the same time',truth
I leave for work at 10 am',truth
I go to sleep by 12 am',truth
My colleagues are very good',truth
My dad is sixty years old.',truth
There are 206 bones in the human body',truth
The green in plants is created with photosynthesis.',truth
Cats see better in the dark than humans.',truth
All mammals produce milk',truth
The titanic hit a black berg.',truth
The sun is categorized as a star.',truth
Alaska is the largest state in america.',truth
I have a huge home in florida.',truth
I was born in the new york usa.',truth
New york i she best place to grow up.',truth
I am a very interesting person how live in florida.',truth
I went high school in new york and i love it.',truth
Life is a big ball of games, one have to complete.',truth
I have a lot of family in new york, how i miss dearly.',truth
Budapest used to be two cities, buda and pest, until the bridges across the danube were built.',truth
Warsaw, poland, was almost completely flattened during the uprising of world war ii.',truth
The laws of physics so far have been proven to be universal.',truth
Ernest hemingway had a special fondness for paris and spain.',truth
Humans only have one heart.',truth
Dogs have a far better sense of smell than humans.',truth
Equestrian polo is an incredibly exciting sport to play, although dangerous.',truth
The sun is shining here in leicester.',truth
You need to water pot plants regularly.',truth
You can\'t start learning to drive in the uk until you are 18.',truth
Four is twice as much as two.',truth
We put our clocks forward by one hour in the spring.',truth
You can train a dog to guide the blind.',truth
Gold is usually more expensive than silver.',truth
California borders the pacific ocean.',truth
I am 28 years old.',truth
The sum of the numbers two and two is not five.',truth
The book \"1984\" was written by george orwell.',truth
Red, yellow, and blue are the three primary colors.',truth
Oranges are a type of citrus fruit.',truth
Salamanders can be found in northern california.',truth
I have 4 cats.',truth
I have 2 dogs.',truth
I hate annoying orange.',truth
I love peppers.',truth
I am a woman.',truth
I like to run.',truth
I like fires.',truth
The world is round',truth
Sun is bright',truth
The world\'s oldest piece of chewing gum is over 9,000 years old!',truth
The blood color is red',truth
You breathe on average about 5 million times a year',truth
The sky is blue',truth
Windmills always turn counter-clockwise',truth
I am 34 years old.',truth
I am a female.',truth
I had eggs and bacon for breakfast this morning.',truth
Barack obama is the president of the united states.',truth
Today is april 9th, 2014.',truth
There is a church on the street corner.',truth
Mcdonald\'s only serves breakfast until 10:30 am.',truth
Siamese cats have blue eyes.',truth
If you mix red and yellow paint, you will get orange.',truth
Many people who are born with blonde hair have it darken as they age.',truth
Many people need reading glasses as they age.',truth
Oranges are a good source of fiber.',truth
The sun is the center of the solar system.',truth
The higher the altitude, the lower the boiling point of water.',truth
Wood is flammable.',truth
The sun is a star.',truth
Knitting is a relaxing activity for many people.',truth
Plants transform carbon dioxide into sugars and oxygen gas.',truth
The sky is blue because of reflected light in our atmosphere.',truth
Cacti store water in their leaves.',truth
Sound waves don\'t propagate through space.',truth
There are many breeds of dogs.',truth
Blue whales need oxygen to survive.',truth
Bananas are yellow.',truth
Spinach is green.',truth
A baby shark is called a pup.',truth
The tiger is the biggest species of the cat family.',truth
A group of tigers is known as an xf4_x80_x80xa3ambush\' or xf4_x80_x80xa3streak\'.',truth
The cats near my house are all males.',truth
Most trees have leaves.',truth
Ripe bananas are safe to eat raw.',truth
Solids do not float in air without help.',truth
Grass is mostly green.',truth
Bears are omnivores.',truth
This is the fourteenth statement i have written.',truth
Game of thrones is one of the most fascinating shows on hbo.',truth
Pavement is an indie rock band from the 90\'s.',truth
Angelina jolie has adopted a boy from kambodia.',truth
California produces some fine red wine.',truth
Bill clinton has a daughter named chelsea.',truth
Portugal shares a border with spain.',truth
Romanian language has latin roots.',truth
I am fat.',truth
I have two dogs.',truth
I live in pennsylvania.',truth
Two plus two equals four.',truth
I have one daughter.',truth
I was born in 1968.',truth
There are fifty states in the us.',truth
I live in a farmhouse.',truth
I am a slow runner.',truth
I speak several languages.',truth
My husband is learning to ride a unicycle.',truth
My daughter was born with kidney reflux.',truth
I have been to nine countries.',truth
I love to travel.',truth
I am petite',truth
I have one brother.',truth
The grass outside is green.',truth
Computer mice need batteries.',truth
Writing is not easy.',truth
Some people spend too much time on their phones.',truth
Tuna is fishy.',truth
I love furniture from ikea.',truth
Our house is white.',truth
I like room darkening curtains.',truth
I like doing hits on mechanical turk.',truth
I love cats.',truth
We ate taco bell for lunch today.',truth
Sleeping late is super awesome.',truth
Dolphins are mammels.',truth
Aspartame is bad for kids.',truth
Pregnant women shouldn\'t drink alcohol.',truth
Cheese is made from milk.',truth
Apples grow on trees.',truth
There are seven continents on earth.',truth
Giraffes are the tallest land animal.',truth
Not all insects have wings.',truth
Most animals can sneeze.',truth
You see lightning before you hear thunder.',truth
Computer viruses are bad.',truth
Giant sloths are extinct.',truth
A female praying mantis kills and eats the male after mating.',truth
Hummingbirds are the only birds that can fly backwards.',truth
I was born on the beautiful island of bermuda and moved to the us when i was five.',truth
My second husband was seven years younger than me, and he sure acted like it.',truth
I love my three children beyond words can say, i have one daughter and two sons.',truth
I actually enjoy my job, i need to be more thankful for it.',truth
Most people who work in an office have weekends off.',truth
The united states flag is red, white and blue.',truth
Alaska is the largest state in the union.',truth
I can play three musical instruments.',truth
My favorite season is winter.',truth
I made chicken for dinner tonight.',truth
One of my children is a chef.',truth
I have four trees in my front yard.',truth
I enjoy playing card games.',truth
My neighbor owns a black truck.',truth
I was born in san diego,  california.',truth
I speak french and japanese relatively well.',truth
Yesterday i went out to dinner with my boyfriend.',truth
I vacuumed and dusted the house today.',truth
I am going back to college in september.',truth
My favorite color is orange.',truth
I went for a run today.',truth
Michigan is a state.',truth
There are 50 states in the united states.',truth
Portuguese is spoken in brazil.',truth
The highest waterfall in the world is angel falls.',truth
Dinosaurs and people did not live at the same time.',truth
The largest and most complete t-rex skeleton is in chicago',truth
Pluto is not a planet.',truth
God has a thousand cattle on a thousand hills.',truth
The bible contains many truths about life, death, relationships and knowledge.',truth
Newspapers and magazines don\'t always tell the truth.',truth
The dictionary defines words.',truth
I\'m having fun this is assignment.',truth
Lake ontario is one of the great lakes.',truth
Grapes and peaches are kinds of fruit.',truth
My cat is female.',truth
The empire state building is tall.',truth
Shoes are worn on the feet.',truth
Baby cats are called kittens.',truth
My hair is brown.',truth
My shirt is purple',truth
Apple pie has apples in it.',truth
Colorado is one of the united states of america.',truth
Ice will melt at 32 degrees celsius.',truth
Fifty-five miles per hour used to be the national speed limit.',truth
A dry nose on a dog may indicated that it is sick.',truth
There are two senators from each state.',truth
Scissors and pants are two words which are plural for a single item.',truth
A furlong is a unit of measure.',truth
I do not miss my sister, who died in november 2013.',truth
I love my country cottage in alabama.',truth
The longer i live, the more liberal i become.',truth
My grandchildren do not share my bent for over-achieving.',truth
My heart\'s desire is to experience unconditional love and a solid union with a great guy before i die.',truth
I have had as much liberation as i can stand.',truth
I am so pleased that each of my children found the love of their lives at an early age.',truth
The earth revolves around the sun.',truth
The earth only has one moon.',truth
Mars is a planet in our solar system.',truth
The united states is located in north america.',truth
Belize is located in the belize is a caribbean country.',truth
The democratic party is a political party in the united states.',truth
Barack obama is the current president of the united states.',truth
I love my younger sister.',truth
My mother\'s name is deborah.',truth
I blush when i am embarrassed.',truth
I am deeply and foolishly in love with somebody right now.',truth
I often have difficulty falling asleep at night.',truth
I am afraid of birds.',truth
I sometimes think it would be fun to have red hair.',truth
Christianity is a monotheistic religion.',truth
Cows produce milk.',truth
Tigers have strips.',truth
J.k. rowling wrote the harry potter series.',truth
The earth orbits around the sun.',truth
The sun is a star.',truth
Pluto is no longer considered to be a planet.',truth
It is hard to invent seven lies in a row.',truth
I am eating sunflower seeds right now.',truth
I quit smoking cigarettes four years ago although i still want one.',truth
I have three dogs who each have four legs and five cats with four legs.',truth
It is dark outside right now.',truth
I will never accept another hit asking me to make up lies.',truth
It is currently almost six a.m locally.',truth
I went to bed too late last night and this morning i am very tired.',truth
The red umbrella outside is distracting me.',truth
I need to get my oil changed today.',truth
I still have not showered and now i smell very bad.',truth
I just tried to kill a spider but it got away from me.',truth
I need to go the grocery store today.',truth
We took a family walk this morning around the lake.',truth
Elephants form strongly social, family groups.',truth
Global warming trends include severe weather in both winter and summer.',truth
Most potatoes sold in the u.s. are genetically modified.',truth
Each state in the u.s. elects two senators.',truth
College expenses have greatly increased over the past 30 years.',truth
Most community colleges offer degree programs that last two years if students attend full time.',truth
All children keep growing until their boney epiphyses fully seal.',truth
spook lights\" or \"ghost lights\" are actually mostly caused by marsh/swamp gas',truth
It is impossible to strangle yourself manually.',truth
A giraffe has a black tongue.',truth
There is an illness that causes you to sleep for long periods of time (ie. months).',truth
The fennec fox is the smallest species of canid in the world.',truth
Rhode island is the smallest state.',truth
Nj is the most densely populated state.',truth
God krista and god krisna have made the religion stroner.',truth
The technology never had such a boost since nalanda is looted.',truth
Sansktrit is only a technically sound language.',truth
There are three seasons in india and 6 rutu-grisma, varsha, hemant, vasant, sharad and shishir gives different climates.',truth
Nakstras are steady but all stars are moving in the sky.',truth
There is no identical person on the earth. every one is special.',truth
Today is the first day of the rest of your life.',truth
Raising a child was the best experience of my life.',truth
I have been married for 35 years.',truth
Sometimes i like to watch television.',truth
I got my driver\'s license when i was 16 years old.',truth
There are many beautiful places i would like to visit.',truth
At one time, we had 13 cats living in the house.',truth
My husband is sleeping on the couch right now.',truth
I want to win millions in the lotto.',truth
I want to leave my husband and have a house of my own.',truth
I regret giving up my job when i got married and had a baby.',truth
My editor is forgetful, disorganized, and likes to do things at the last minute.',truth
I am a freelance writer and editor.',truth
My mother has severe money problems because of a client who swindled her several years ago.',truth
I am very unhappy with my life and i wish there was some way i can make it better.',truth
Barack obama is the current president.',truth
There are 50 states.',truth
The colors of the american flag are red, white, and blue.',truth
Paris is a city in france.',truth
Marijuana is now legal in colorado.',truth
You must be 21 to consume alcohol in the state of pennsylvania.',truth
Florida is nicknamed the \"sunshine state\".',truth
The sky is blue.',truth
Cooking can be difficult.',truth
Some people enjoy reading books.',truth
Grass tends to be green.',truth
Cats often have claws.',truth
The human body contains a high percentage of water.',truth
The bible is one of the most printed books.',truth
I enjoy meeting new people.',truth
I own a cat.',truth
I enjoy creative endeavors.',truth
I am a model.',truth
I love to help people in need.',truth
I wish i was better at saving money.',truth
I enjoy writing.',truth
The sky is blue',truth
The ocean is full of fish',truth
My dog is a lab',truth
The sun is shining',truth
A lemon is sour',truth
Carrots are vegetables',truth
Eye glasses can help you see',truth
Apples grow on trees.',truth
I am right handed.',truth
The sky is blue.',truth
Summer is a season.',truth
North america is a continent.',truth
England is a country.',truth
Mice is the plural of mouse.',truth
My dog loves dog food',truth
I am going swimming tonight.',truth
The sun is shinning today.',truth
My car is green.',truth
I am feeling tired.',truth
I got the mail from the mailbox.',truth
I love basketball.',truth
Dogs and cats can only see in black and white.',truth
If you are lactose intolerant, your body cannot handle milk products properly.',truth
Gelatin contains animal byproducts.',truth
Penguins are flightless birds.',truth
Eating too much sugar can lead to weight gain and diabetes.',truth
Carbon monoxide is a colorless gas.',truth
Chocolate is poisonous to dogs.',truth
North america is made up of canada ans the united states.',truth
Justin beiber is canadian.',truth
Barack obama has two children.',truth
Sean \"jay z\" carter is married to beyonce knowles.',truth
Tmz and perezhilton.com are popular celebrity news and gossip websites.',truth
Sean \"diddy\" combs owns the television network revolt.',truth
Oprah winfrey is in a long term relationship with stedman graham.',truth
A strong wind can clean out the air.',truth
Tornados are dangerous.',truth
Hiking is both good exercise and beautiful.',truth
Music can calm people.',truth
The clipper\'s owner appears to be very prejudiced.',truth
The federal income tax law is very complex.',truth
Company buyouts frequently put employees out of work.',truth
It is currently dark outside.',truth
I\'m extremely tired.',truth
I made steak for dinner.',truth
I called my best friend so we could talk about our day.',truth
I was very tempted to take a nap during the afternoon.',truth
I took out the garbage and recycling.',truth
I didn\'t receive any interesting mail today.',truth
I have a wonderful family',truth
I have hope that my children will do well for themselves',truth
I am a very creative person',truth
I love working with children of all ages',truth
I love reading romantic books',truth
I hate cooking and stepping out without reason',truth
I am proud of my siblings and their achievements',truth
Oranges are  my favorite breakfast fruit.',truth
Sometimes i have bagels and cream cheese for breakfast.',truth
My mother is now 100 years old.',truth
I am thinking of retiring from work.',truth
The cat next door is rather unfriendly.',truth
I have no desire to practice swimming due the negative effect of  chlorine on my hair.',truth
My summer will be very busy with teaching.',truth
The sky is blue.',truth
Flowers usually smell nice.',truth
Country music is not a favorite of most people.',truth
My car has four tires.',truth
A duck quacks.',truth
Squirrels are destructive.',truth
Paper is made from trees.',truth
I am a college student.',truth
The state of maine is beautiful in the summertime.',truth
I have a lot of homework.',truth
I have strong political convictions.',truth
I am a brunette.',truth
Coffee keeps me from sleeping.',truth
Seltzer is bubbly.',truth
This morning, there was a big thunderstorm and it woke me up.',truth
Practice makes perfect.',truth
My name is claire.',truth
Scientific inquiry is the best way to learn new information about the way the world works.',truth
Star trek: the next generation had seven seasons and came out in the late 1980s and early 1990s.',truth
Coming up with seven truthful statements that aren\'t completely ridiculous is surprisingly hard.',truth
Every morning, my dogs sleep, but they wake up and get active in the afternoon.',truth
I am a teacher who works part time  in an institution.',truth
My family and myself live in india.',truth
When i was young i learned swimming.',truth
I enjoy cooking different recipes.',truth
I am married and have 2 grown up children.',truth
I am a worker in mechanical turk.',truth
I have not traveled any european countries.',truth
My sister and i do not agree on much.',truth
I would rather have pets than children.',truth
I have much more in common with my friends than with my family.',truth
Whales are mammals.whales are mammals.',truth
I love the taste of chocolate.',truth
My boyfriend is very generous.',truth
Chairs usually have four legs.',truth
I enjoy the smell of rotting leaves in spring and fall.',truth
Socrates was a man.',truth
All men are mortal.',truth
The battle of hastings occurred in 1066.',truth
Bees are dying off in massive numbers.',truth
The 1930s film, the mummy, starred boris karloff.',truth
Apples are red.',truth
Obama is the president.',truth
I am a female.',truth
I have been to new york city.',truth
It is illegal to sell drugs.',truth
Elvis presley is dead.',truth
Harry potter is a fictional character.',truth
Dogs are animals.',truth
The president of the united states is a man.',truth
32 degrees fahrenheit is freezing.',truth
Oregon is on the west coast of the united states.',truth
You must be licensed to practice as a dental hygienist in the u.s.',truth
It is not healthy to do meth.',truth
A labradoodle can have curly hair.',truth
Trees are usually green.',truth
Rainbows can be seen outdoors anywhere in the world',truth
There are icebergs in the northpole',truth
Snakes live in deserts too.',truth
Some snakes are poisonous',truth
The number of tigers in the world is dwindling',truth
Lava from volcanic eruptions is very hot',truth
Less than 5\% of the world\'s water is freshwater',truth
I have  three brothers.',truth
I have three dogs that are like family.',truth
This past winter was brutal.',truth
I am blessed with many good friends.',truth
I love to have a glass of wine with dinner.',truth
Christmas is my favorite holiday.',truth
Casino gambling is my favorite hobby.',truth
I have an anxiety disorder.',truth
I have plans with my sister on sunday.',truth
My phone has a pink case.',truth
I am drinking water.',truth
My parents have five cats.',truth
My girlfriend likes cats.',truth
I dislike eating large meals.',truth
I am a woman.',truth
I have a dog.',truth
I live in the us.',truth
I wear pants.',truth
I watch science fiction television shows.',truth
I eat ginger candy.',truth
I like women.',truth
The titanic struck an ice burg and that is what caused it to sink.',truth
Barack obama was the first african american president of the united states of america.',truth
Michael phelps is an olympic swimmer.',truth
The earth is mostly water.',truth
Our brains do not fully mature until the age 21.',truth
The cheetah is the fastest land animal.',truth
Yellowstone national park is actually a super volcano.',truth
Alaska was granted statehood in 1959.',truth
James earl ray escaped from brushy mountain state penitentiary in 1977.',truth
Saturn\'s 63rd moon has begun forming.',truth
Vatican city is the only example of an independent country existing within the boundaries of a city.',truth
A mandolin has four courses of doubled strings.',truth
Queen victoria died at osborne house on the isle of wight.',truth
The united states has a 99 percent literacy rate.',truth
It\'s sunny out.',truth
My socks are grey.',truth
My cat is a silver tabby.',truth
Dinner will be at 6:30pm.',truth
It\'s springtime.',truth
Scissors are useful.',truth
Flowers come in many colors.',truth
I fell it is my duty to care for a family member, regardless what other people say.',truth
I enjoy helping others in need to remove stress in their situation.',truth
I am always challenging myself to be 100\% with any tasks i come across.',truth
I have stopped to help a male driver that was stranded in the middle of the road, to push his car to the curb.',truth
I have bought fast food for a homeless women and her child and gave her money.',truth
I have paid $10 for a customer at the grocery store as he did not have enough to complete his purchase.',truth
I do not get bothered when someone ask me to do things for them on a continuous basis.',truth
The united states has fifty states.',truth
Each of the states in the united states has two senators.',truth
The united states independence day is on the 4th of july.',truth
The statue of liberty is in new york.',truth
The united states is in the atlantic ocean.',truth
The himalayas mountain is in asia.',truth
The president of the united states can only serve two terms.',truth
I am a special education major.',truth
My cat is orange and white.',truth
I have brown hair with natural red highlights.',truth
I donate my hair to charity every two years.',truth
I love to watch science fiction tv shows.',truth
I live in a three bedroom mobile home.',truth
My son is about to start preschool.',truth
The sky is blue.',truth
The grass is yellowing.',truth
Florescent lights are bad for your eyes.',truth
The average commute is 45 minutes.',truth
Socks are cotton.',truth
Belts are made of leather.',truth
Toothbrushes come in different hardness.',truth
I have spent my life in india',truth
I have completed my post graduate degree.',truth
Now it is very hot with not a single drop of rain where i stay.',truth
India is very thickly populated',truth
I am fifty two years old',truth
I am proficient in reading and writing english',truth
My mother tongue is bengali',truth
I got my first associates degree in 1994.',truth
My husband and i flew into fairbanks, and i hated the three years i lived there.',truth
We better maps of the surface of mars than the floor of the pacific ocean.',truth
Mars does not have a molten core like earth\'s core.',truth
Led stands for light emitting diode and they were invented back in 1927.',truth
President roosevelt was paralyzed from the waist down from polio, and couldn\'t walk without braces and human assistance.',truth
World war one happened from 1914 to 1918, shorter than world war two, which happened from 1939 to 1945.',truth
The united states has an economy based on capitalism.',truth
Steve jobs stole bill gates\' girlfriend.',truth
The largest planet in our solar system is jupiter.',truth
All of cells of the human body are replaced every ten years.',truth
A lion can leap 36 feet.',truth
The average giraffe has a 21 inch tongue which they also use to clean their ears.',truth
Zebras live in large groups to seem intimidating.',truth
Barack obama went to law school.',truth
Pennsylvania is actually a commonwealth.',truth
The rms titanic was built in belfast, northern ireland.',truth
George frederick handel is buried at westminster abbey.',truth
Jimmy carter will be 90 years old on october 1, 2014.',truth
Alex trebek is the host of \"jeopardy\".',truth
Elk and other deer shed their antlers each year.',truth
Taking care of many pets is quite exhausting.',truth
My favorite food to eat anytime of the day is pasta.',truth
When i have time for myself, i like to read outside.',truth
I watched my nephew run at his track meet last wednesday.',truth
The prom that i helped chaperone was a fun filled night.',truth
Living out of town allows for privacy that i couldn\'t get otherwise.',truth
Sleeping in on fridays helps to start my day right.',truth
The service of army people is very very essential to all the countries. they are our pillars and their  life to be appreciated. and we have to solute them',truth
I am working in a government service for the past 20 years. in the year 1994 i was appointed as clerk. still now i am clerk. no promotions are here. very very tortured situations i am facing day today',truth
In my city in the morning  raining drizzling. but the climate is pleasant. we cannot see sun from morning. coool and enjoyable climate here',truth
In our country the election was gone smoothly. we are expecting the result of the election in a positive manner. if a very good and sincere staff is elected our country will be safe.',truth
I am working 15 hours daily working as part time staff and regular staff. even thou i am facing financial problems. i would like to come out from the financial crises.',truth
In our super market the rates of the vegetables are cheap.  some of the vegetable are not selling because of high rates',truth
Yesterday we went to purchase grossories to my house. along with me 2 people were came. we purchased and eat tiffen in hotels and enjoy the night time and came back home by 10 pm.',truth
I love mturk.',truth
Mturk gives me a lot of insights into what people get hired for.',truth
Google is the most powerful search engine.',truth
Earth is round.',truth
Pickles are salty.',truth
Beef is expensive in usa.',truth
There is no limit to the stupidity of our government.',truth
Veggies are healthy',truth
Cigarettes are bad',truth
Fracking fluids are bad for drinking water',truth
Movies are fun',truth
Music is moving',truth
Education is good',truth
Paint is colorful',truth
I was born in america.',truth
I have blond hair.',truth
I am a girl.',truth
I have a cat.',truth
The sky is above me.',truth
The earth is moving through space.',truth
The sun is very hott.',truth
Taxes are due april 15th',truth
Tomorrow is wednesday',truth
The sky is blue',truth
Clouds are made of water',truth
The sun is hot',truth
The moon has lower gravity than the earth',truth
Mercury is smaller than earth',truth
I have few good friends',truth
I own 4 german shepherd dogs',truth
I like sweets',truth
I like cakes',truth
I love my parents.',truth
I am very sympathetic person.',truth
I am very innocent',truth
My dog will only obey me when she wants food.',truth
My neighbors and i wave at each other when we see each other coming or going.',truth
I am retired and do not have a huge income.',truth
This summer will probably be another stay-cation like last year.',truth
I have written short pieces for an online company but, not anything else.',truth
My daughter only calls me once in a day, if she calls at all.',truth
The stucco on my home needs repair and the steps outside are delapidated.',truth
Vermonters affectionately nickname the time between winter and spring \"mud season\".',truth
Wool sheds water better than cotton does.',truth
A sixth grade reading level involves reading over 120 words per minute.',truth
Helium is less dense than oxygen.',truth
You can get a psychic reading one minute and a date then next thanks to the magic of the internet.',truth
Macbook pros are superior laptops.',truth
Some people pride themselves on being \"rednecks\".',truth
Dogs have four legs.',truth
The sky is blue.',truth
The moon\'s gravity forms waves.',truth
Hawaii is a warm state.',truth
The mountains in colorado are a great place to ski.',truth
The sun rises in the east.',truth
The sun sets in the west.',truth
Many people like to dance.',truth
Some houses are blue.',truth
Debbie sometimes calls her mother.',truth
Susan likes ice cream.',truth
Cats enjoy napping.',truth
Dogs are carnivores.',truth
Catholics worship god.',truth
Barrack obama is president of the united states.',truth
China has the highest population of any country.',truth
Snow rarely falls in florida.',truth
You must stop when the light is red.',truth
When water gets below 32 degrees it changes into a solid from a liquid.',truth
John f. kennedy was assassinated in dallas in november of 1963.',truth
O.j. simpson is in prison in nevada.',truth
An 11-month old boy died in april, 2014, of injuries suffered during a tornado in north carolina.',truth
Each day on earth has 24 hours.',truth
Noel coward was an english author and playwright.',truth
Nebraska is known as the \"cornhusker state.\"',truth
Delvin choice was one of three singers eliminated from \"the voice\" on may 6, 2014.',truth
Jeff bezos is the ceo of amazon.com.',truth
Palm springs is located in southern california.',truth
I live at an altitude of 2,000 feet.',truth
Today is sunday.',truth
The sky is blue, with some clouds.',truth
Today was a nice spring day.',truth
I hope to take some vacation soon.',truth
The dog is sleeping peacefully.',truth
I am having a hard time coming up with sentence number 7.',truth
Dogs have four legs.',truth
